time,android.sensor.accelerometer#mean,android.sensor.accelerometer#min,android.sensor.accelerometer#max,android.sensor.accelerometer#std,android.sensor.gyroscope#mean,android.sensor.gyroscope#min,android.sensor.gyroscope#max,android.sensor.gyroscope#std,sound#mean,sound#min,sound#max,sound#std,target
159.0,0.2515752419663849,0.54554869183036,0.11695976975859124,0.22040436076459038,0.32400454527402633,0.10190234344640048,0.1216896772226454,0.21418620767579313,0.994320174473463,0.994320174473463,0.994320174473463,0.0019536918027518563,Walking
238.0,0.2381963347604925,0.65909717626198,0.040931265523328375,0.05731476823470677,0.004933007450870477,0.0018472981584348569,0.002088711788057484,0.0029819607236036103,0.0,0.0,0.0,0.0,Car
74.0,0.24575878049034106,0.8046730185415377,0.018352980163943017,0.0009134873283831957,0.0002946949113787139,0.0003295232843046189,0.0001107314708908471,0.00013766285673591326,0.0,0.0,0.0,0.0,Still
40.0,0.24379643338871404,0.8005145273637585,0.018581798583817144,0.0017415878399996423,0.0002984835301814352,0.0003295232843046189,0.0001107314708908471,0.00015889293629005988,0.0,0.0,0.0,0.0,Still
28.0,0.23476469862196336,0.7398253661092435,0.037916881218408194,0.02281655623310325,0.047739284733969836,0.013787739879460041,0.014293395742201332,0.02817678471961928,0.9316174247133848,0.9269281771167039,0.9341078553536746,0.013675174061231478,Still
63.0,0.23319112932494956,0.7455882444369255,0.02241535471931591,0.019699657708242883,0.003572890588677558,0.0009257201015635961,0.003610144216348556,0.005894416464543282,0.7720823050230052,0.7720823050230052,0.7720823050230052,0.13435159221407142,Train
70.0,0.11589902319929635,0.3092346174475986,0.0987988074988424,0.28704168754549725,0.2197132516145327,0.08524763517146043,0.10525153092779344,0.16323211470672527,0.9939207762286526,0.9939207762286526,0.9939207762286526,0.0,Walking
41.0,0.26411820830536603,0.799601573418917,0.03215106929673198,0.021071740074006293,0.005239554917626395,0.0012741137158108222,0.004567871045184267,0.00640920382831768,0.9853102334084209,0.9772987686798609,0.993321698135874,0.03812819483310477,Bus
75.0,0.23814434336180224,0.7620679042161578,0.02088395515085087,0.009817556765447488,0.013492743865142518,0.006023111913910522,0.004779194921226126,0.011918382860170947,0.6383711568793955,0.6383711568793955,0.6383711568793955,0.031823847674659234,Still
19.0,0.3025400846141162,0.40046393024205246,0.17475068976374886,0.25836630219789963,0.0,0.0,0.0,0.0,0.8016672719505612,0.7452050092617989,0.8581295346393235,0.26871542540150756,Walking
495.0,0.25516413404882266,0.7565197052885633,0.02901020009126057,0.02106181698680768,0.0038154387587180046,0.0018889848016903472,0.0013600380787219567,0.0017395948666827222,0.9596783127553383,0.9596783127553383,0.9596783127553383,0.057714005490467166,Car
517.0,0.2687950063504376,0.8209399107531765,0.023039920558136806,0.007215238003323985,0.043802707941105364,0.007295130515056339,0.038830557550788444,0.061763546523976344,0.9939893874155383,0.993817536887052,0.9941612379440244,0.0008178717202045684,Walking
46.0,0.22988706736390374,0.7275919250829495,0.030130939241269666,0.03195701435387851,0.008707955894263434,0.0020840881528866903,0.002846897393154561,0.006407119127682065,0.9108917218957842,0.9108917218957842,0.9108917218957842,0.060220464235558935,Car
260.0,0.3678435440356369,0.8004304178489421,0.0899900939748346,0.09953888418429323,0.10868632812355178,0.016074472720136266,0.07028085695129035,0.13169572945661248,0.8533419039179595,0.8533419039179595,0.8533419039179595,0.16952698303528488,Walking
604.0,0.23080297554313756,0.791078961483062,0.015991933433391975,0.0012256165891140962,0.0,0.0,0.0,0.0,0.5459899065238517,0.5459899065238517,0.5459899065238517,0.037510370204810864,Car
35.0,0.2347634672780905,0.7628927551436973,0.02444717890967582,0.01052753438761713,0.01231344886490308,0.0081931897684052,0.005147287559124262,0.011110535425494391,0.9343761558250465,0.9331421556942788,0.9356101559569214,0.005872858340798531,Still
70.0,0.24243356646030756,0.602392147926433,0.05742762403711488,0.060670419361820854,0.014335405236380315,0.025108469950955198,0.0028124444633759005,0.0029854404963894064,0.9511170150780912,0.9511170150780912,0.9511170150780912,0.015940376959649765,Bus
25.0,0.2014520973825703,0.5097571323573442,0.03628564495094755,0.09636409851400829,0.043115218221375574,0.01246022155941935,0.024966099411542857,0.04020049778520843,0.9941082006816485,0.9941082006816485,0.9941082006816485,0.0006169307074853482,Bus
69.0,0.22856213114814217,0.38349938638729847,0.12336050008867494,0.27924064183625774,0.2524385509609748,0.1185749196640767,0.11006121686694247,0.16362709977616102,0.9931358856986174,0.9931358856986174,0.9931358856986174,0.0002838559119948408,Walking
156.0,0.24738462579774356,0.7711774787196788,0.02994492955202324,0.019387746031631046,0.028494478008440727,0.013586591812466185,0.01786963280875986,0.032049742228644436,0.8452571596467178,0.8452571596467178,0.8452571596467178,0.06846689835691383,Car
52.0,0.23913478452885517,0.7008854606574232,0.05235485530220746,0.04710668827955367,0.0,0.0,0.0,0.0,0.8037104507152052,0.8037104507152052,0.8037104507152052,0.04328418384285349,Car
77.0,0.26680160188900115,0.6842392099330896,0.06485388522912341,0.06538227906668086,0.0,0.0,0.0,0.0,0.8457399990892699,0.8457399990892699,0.8457399990892699,0.08220850406308744,Car
269.0,0.24608502476151373,0.790837647144647,0.020664647988698243,0.005180792346229295,0.009966024766575463,0.003664105842165927,0.004759657088375318,0.014096903472793985,0.917681525786304,0.917681525786304,0.917681525786304,0.2350709305820758,Still
39.0,0.2282874461047577,0.7126646050746251,0.03689722401927534,0.03841954759823768,0.012326528756022753,0.005006451429973295,0.009093248113785183,0.010143008269012266,0.9942111286635513,0.9942111286635513,0.9942111286635513,0.0005277186822148929,Bus
7.0,0.23531725568926787,0.7060615430005208,0.03481774975247068,0.0263311704122278,0.002256322362199173,0.0,0.0035898177411871706,0.002168206451587092,0.0,0.0,0.0,0.0,Train
117.0,0.238702967061997,0.7622340474588781,0.03138588622964755,0.031307376850454365,0.010669186538656712,0.0085039989444885,0.005124845525872719,0.007890452196304814,0.0,0.0,0.0,0.0,Car
111.0,0.22128730558278187,0.7226558084446469,0.03443220415255194,0.04643165643816994,0.012377235471120405,0.002639229963028711,0.006626014333906926,0.010592160437007085,0.9939989141408668,0.9939989141408668,0.9939989141408668,0.0001263797500893006,Car
25.0,0.16725047298039708,0.4177607523396543,0.030773400679845853,0.10428715032311037,0.15229115332920548,0.049564221495898474,0.051285897504055884,0.13859446499366887,0.8423821227163534,0.7138260373725888,0.9709382080601183,0.6118246332362514,Train
293.0,0.23248945538988985,0.7677425566424453,0.020136447880620162,0.013737278938051692,0.0,0.0,0.0,0.0,0.8986041273965093,0.8986041273965093,0.8986041273965093,0.037510370204810864,Car
17.0,0.3026910489535217,0.25363051194796404,0.09998245698444269,0.3129657173149189,0.10551166604436553,0.10492432238105696,0.031614603197805596,0.033537294229987885,0.8550792574950269,0.8550792574950269,0.8550792574950269,0.0,Walking
248.0,0.24551041001814122,0.803255740198492,0.01831584537744138,0.0010460458957400605,0.00042428512056379635,0.0005344647498296577,0.00010369155824165487,0.00010016571096893017,0.40583204728769473,0.40583204728769473,0.40583204728769473,0.3301982100390192,Still
100.0,0.2792217744894878,0.3615232090163255,0.15211539805073748,0.2756506622395047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Walking
51.0,0.26137849235205024,0.7605839769302958,0.04037195307533831,0.02960965836155961,0.0583317687513346,0.011617739732782982,0.016649617133835976,0.03126565951316052,0.8948682638995282,0.8948682638995282,0.8948682638995282,0.1468483501095132,Car
83.0,0.22267052497771056,0.7773096746787984,0.01632548833259953,0.006443761139918035,0.0018394414995256902,0.0010044000695367127,0.0006905142834001266,0.0009931904573598754,0.9939145224525521,0.9939145224525521,0.9939145224525521,0.0002833657397284469,Train
78.0,0.1883015964265069,0.7110816613461574,0.020009266726105646,0.028005795269435165,0.0790868070460729,0.09844280670264056,0.018854874433085436,0.023402181474463844,0.8213891142126737,0.8213891142126737,0.8213891142126737,0.005580192537047243,Bus
7.0,0.24312393439965108,0.8017495396145403,0.018108412751591252,0.001156818033036658,0.0002870076944579663,0.0,0.0001107314708908471,0.00014685049375549918,0.0,0.0,0.0,0.0,Still
145.0,0.25341821427685884,0.427481402000152,0.10824062376022625,0.2669247747733233,0.09731084593374911,0.05116353005008015,0.03529224270860026,0.050390393598763336,0.8784368293607834,0.8702190293415764,0.8866546293799902,0.03911018657182284,Walking
148.0,0.3179192611269088,0.8502128980411887,0.03656434527826061,0.009194872056679137,0.013733159542397963,0.01748790382501041,0.004372385308074381,0.0022111561398111147,0.7781050216870631,0.7781050216870631,0.7781050216870631,0.10142038833838495,Train
61.0,0.23174169352187712,0.7497498028027039,0.023722383114398282,0.021839747267723197,0.03831921943615587,0.0011337709467323586,0.03181751369104587,0.05753357304690005,0.7720823050230052,0.7720823050230052,0.7720823050230052,0.13435159221407142,Train
83.0,0.2589787747197353,0.7474643879058265,0.03528873572254079,0.03897783427045339,0.050909782304025465,0.00741925529494595,0.0482043066624202,0.06081132792530566,0.9541760926370114,0.9541760926370114,0.9541760926370114,0.03134901810678098,Car
97.0,0.24202525638152517,0.7244825458034401,0.02590632033049664,0.01409820561696449,0.0018641780335036482,0.001963748824354576,0.0005114983106148549,0.001194473925961339,0.535761657060648,0.5056656509528422,0.5658576631695612,0.1432330321026974,Still
77.0,0.3011360035948716,0.21475259003097122,0.11602572746757461,0.36294227327746725,0.1190399532889847,0.047547831374481306,0.04582688264835128,0.07604447933290483,0.8658675097948468,0.8658675097948468,0.8658675097948468,0.13655062743121288,Walking
391.0,0.2641972450193961,0.8194303581498732,0.02168857624533918,0.0018381562343516291,0.002520128569954051,0.00128450177507695,0.0013458718893116606,0.001808013756897849,0.9939332825617025,0.9939332825617025,0.9939332825617025,0.0011013404225603484,Walking
43.0,0.2622987058051802,0.8196328119696924,0.020950467766102737,0.0007429715851070857,0.0011985124574070212,0.00041670519671905214,0.0004341859060438597,0.0006075113610413607,0.9941737130497513,0.9941737130497513,0.9941737130497513,7.433016354097208e-05,Still
92.0,0.25735167405852344,0.8021747838671834,0.024479467589608117,0.009120372367994687,0.001580333809732485,0.0008071639049120639,0.0004741238230151431,0.0007081052835625116,0.8400895675858082,0.8400895675858082,0.8400895675858082,0.2643523895709893,Car
94.0,0.24140263619909985,0.7765672720124925,0.022834186004316248,0.007489876011393214,0.003130235961202802,0.002449225124654677,0.001066730325254108,0.001801236301675055,0.8982665943188413,0.8982665943188413,0.8982665943188413,0.05457808704792263,Bus
51.0,0.22783580548260496,0.7334688553826325,0.018954065898635908,0.01774967292341242,0.009020147898117692,0.0022702962776946297,0.007347695725964601,0.008196419615331255,0.9609201628245511,0.9609201628245511,0.9609201628245511,0.0,Bus
42.0,0.23816959234019397,0.7942948140054202,0.018383371246688207,0.003045203367969718,0.0,0.0,0.0,0.0,0.4739030214592115,0.4739030214592115,0.4739030214592115,0.0683160916478947,Still
82.0,0.2212837745552676,0.7841075473249849,0.01400318244186316,0.0010429293150710462,0.0016742225116056007,0.0009037060255097449,0.0006368043401876535,0.0008255206985488395,0.8742520438551145,0.8742520438551145,0.8742520438551145,0.00015606040365895375,Train
132.0,0.24698173772432952,0.8032541506345837,0.018820476967714272,0.0013251662279796443,0.00033943686767209295,0.0005344647498296577,7.33210039844807e-05,5.512620321592183e-05,0.0,0.0,0.0,0.0,Still
361.0,0.24565119180912554,0.805763121223016,0.018165078911388244,0.0005606944587937584,0.0007926586092580845,0.0013626231200954768,0.00015839147430128715,2.3606462514445363e-05,0.4284189078157114,0.4284189078157114,0.4284189078157114,0.0041613874512442675,Still
137.0,0.25833415568906615,0.4005671619679219,0.1094733331646871,0.22868934546219122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Walking
141.0,0.2485445438341175,0.8050457270737975,0.019926001771525287,0.0022145694116720398,0.0012937094852498168,0.0005344647498296577,0.00044999428525905943,0.00046754439004293113,0.8093910271226069,0.8093910271226069,0.8093910271226069,0.16151647639994107,Train
60.0,0.2697921541618309,0.4964969561878119,0.15889823783933688,0.28013533033336996,0.2499450815259558,0.16856183414761422,0.09911804333791771,0.14511637467075636,0.9813631869346124,0.9813631869346124,0.9813631869346124,0.0,Walking
9.0,0.3673423741736255,0.06703465636142017,0.14758151362905653,0.29231284769845256,0.029961734266966362,0.016739927042235474,0.01091539376732585,0.026700302307035694,0.0,0.0,0.0,0.0,Car
12.0,0.26241584925103556,0.7271107050125014,0.03249208218074995,0.01656521151672052,0.03230874529223013,0.0027173185470546987,0.03571182800546617,0.04575402532521843,0.0,0.0,0.0,0.0,Bus
280.0,0.22889726536124244,0.7689626321357066,0.02358464237874347,0.02134152741632335,0.013456001840826324,0.007836791372835543,0.0064658427475984695,0.008903862194053784,0.8910452126258601,0.8910452126258601,0.8910452126258601,0.07741888408880236,Train
64.0,0.2226559132929533,0.7401891591221527,0.023017921008394338,0.02008736900452674,0.016345233041320833,0.013111803626728065,0.006842816840546779,0.008642398330814377,0.9609201628245511,0.9609201628245511,0.9609201628245511,0.0,Bus
63.0,0.2124364164528847,0.7283236154464544,0.02144806517459033,0.027762185650372043,0.027410868024515485,0.011450957455154852,0.0179623604151205,0.01951766428815567,0.9609201628245511,0.9609201628245511,0.9609201628245511,0.0,Bus
13.0,0.2505712600492057,0.7525791810303181,0.03652404591156899,0.01726189722279926,0.02676433241356067,0.0009885698529138566,0.031195412373303796,0.03343400603825277,0.0,0.0,0.0,0.0,Bus
19.0,0.23621847295393683,0.7105817050673039,0.036650959997741206,0.0433049574511913,0.006164427257455601,0.0014363586532471055,0.002001692231990534,0.003548222726810554,0.8847667988417822,0.8847667988417822,0.8847667988417822,0.16021988562202222,Train
82.0,0.2814298246806699,0.6681804072225447,0.05664337303866615,0.05591856438379804,0.0,0.0,0.0,0.0,0.8734191733332648,0.8286469832670407,0.9181913634005964,0.21307998523323224,Bus
102.0,0.24516483235162656,0.7237588626727125,0.04499474087593022,0.04646920958417409,0.0044118854845652785,0.0015100653935765907,0.0021299623057516037,0.0033984748239617706,0.9387572214078346,0.9387572214078346,0.9387572214078346,0.01829081866988729,Car
53.0,0.24457422943334417,0.6799147185344889,0.036414088005944784,0.0591744859231703,0.0057353100803850445,0.005536806608440439,0.002661695195446391,0.0024521015384702124,0.9946310544124649,0.9946310544124649,0.9946310544124649,0.00046696835198759646,Car
183.0,0.2470875984755403,0.6631957774370234,0.030456312080233805,0.03619086626840126,0.0765413999951196,0.009847178899012795,0.033264809010866085,0.049534095300079725,0.0,0.0,0.0,0.0,Car
122.0,0.2366070598800526,0.7970793232409109,0.016738421675022597,0.0009207629575642284,0.0010148413663678623,0.0005344647498296577,0.00047517439759093807,0.0008293668990775416,0.7533971774488767,0.7533971774488767,0.7533971774488767,0.0008541847809604462,Train
72.0,0.24456824461915905,0.8044396131615698,0.018001964191017655,0.0007405876999290069,0.00030687587266453354,0.0003295232843046189,0.00010439863194359985,0.00011489880956783655,0.49050490671277097,0.49050490671277097,0.49050490671277097,0.018472413995265988,Still
9.0,0.22736943910215057,0.777341869920445,0.01830846769221492,0.00952580680399185,0.004456093026992647,0.005205662824397037,0.0011193728186824398,0.0009189079494550778,0.9925826261721503,0.9925826261721503,0.9925826261721503,0.06517949376658594,Train
439.0,0.2721142792494571,0.7941228802806325,0.0279320628796578,0.017014040858128323,0.0030416835641343767,0.0009789345185983293,0.0013491418749721142,0.0017816599043365706,0.9938832474696496,0.9938832474696496,0.9938832474696496,0.004582324675333692,Train
19.0,0.24816043730132697,0.7182468127892938,0.03943304649812748,0.024838351452070986,0.020543208627402755,0.01284940351708377,0.009167569115171685,0.020451196489256546,0.5156488215558722,0.5156488215558722,0.5156488215558722,0.055443577884206965,Still
24.0,0.17378226278667097,0.334558461423922,0.08757919852541576,0.29171865383767526,0.13856700399277505,0.09469973113170084,0.06387836576273748,0.07076741937027457,0.9146214749848581,0.9146214749848581,0.9146214749848581,0.0,Walking
102.0,0.23056941649152307,0.7679694970673111,0.02123881020683649,0.018213971536012737,0.003940640547410641,0.0007335880477791147,0.002078617717555753,0.0030281472790651583,0.9938895032798833,0.9938895032798833,0.9938895032798833,0.0005858671883201562,Train
17.0,0.23454714856182368,0.744989219390961,0.023304693886595423,0.016252898425725793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Train
47.0,0.23308282390885515,0.756050529142088,0.023615442210117216,0.02047549990371139,0.003299245283847018,0.000932032595562886,0.0016448997157260457,0.002276990831765625,0.946160769149879,0.946160769149879,0.946160769149879,0.1468483501095132,Car
43.0,0.32948731693781363,0.15882335998408997,0.09690723195331777,0.32522943789500847,0.12041344369739992,0.02748110569807749,0.041460658077083455,0.051093484291992626,0.8512561397172703,0.8512561397172703,0.8512561397172703,0.0,Walking
98.0,0.22629744484551317,0.7731758109985436,0.017363472372015548,0.008014579177560412,0.005912075845320847,0.0036251329478193452,0.001885865995155297,0.0023981082576332454,0.993422327815147,0.993422327815147,0.993422327815147,0.1029863719590633,Train
331.0,0.254556176372684,0.8117982419237393,0.019656302762225242,0.0010495122554483888,0.004067268795616482,0.0014223327546534624,0.0036075496822398096,0.005148875006797699,0.9954162012355414,0.9954162012355414,0.9954162012355414,0.07823360297970425,Still
10.0,0.241396238870346,0.6953014607025791,0.05050867561439096,0.05964627033152039,0.008975843413666034,0.0031261322048740338,0.0036675357050856973,0.005057377493118572,0.9088387260739803,0.9088387260739803,0.9088387260739803,0.14515226353059651,Car
14.0,0.24914213842302046,0.797968315848199,0.02475051782362453,0.011209433150028,0.001839529110047019,0.0007368364638749449,0.0008002003152328165,0.0011562009603105238,0.7404833118512136,0.7404833118512136,0.7404833118512136,0.15289412991790105,Car
89.0,0.22630389769438652,0.7118928720519879,0.026647972993856794,0.028242211495602545,0.006112532622025005,0.008472017012187453,0.001338991305238825,0.0012585957907224365,0.9034017993139307,0.9034017993139307,0.9034017993139307,0.32642638887706865,Car
320.0,0.21875587562614107,0.5268365504158927,0.041649996048142374,0.08036745358679512,0.004346820203866312,0.0017958002081089953,0.0021445439377177603,0.0028265475969455577,0.0,0.0,0.0,0.0,Car
45.0,0.2416985284607548,0.8027001272892115,0.01745886760945442,0.0004392050807799511,0.0008782719964568124,0.0005344647498296577,0.0003081808939242412,0.0005962615376786204,0.6403912656992355,0.6121614203860646,0.6686211110112992,0.13435159221407142,Train
445.0,0.16962621166351977,0.7365587984420772,0.006650924967902261,0.00538248031029553,0.012274932395032797,0.00799325247461417,0.005011989074129559,0.009665034889986705,0.06666686234829447,0.06666686234829447,0.06666686234829447,0.0,Walking
52.0,0.2701439205987388,0.6441504061643323,0.0629585880124019,0.07934383177752369,0.0,0.0,0.0,0.0,0.8859497552892308,0.8854549437199906,0.886444566858471,0.002354909189851762,Car
297.0,0.3370532854731403,0.5006411019903658,0.18356755325746815,0.2686094833718153,0.2406146548344498,0.07400981366613109,0.10150856092703837,0.1703512507609857,0.9938863754262564,0.9938863754262564,0.9938863754262564,0.0013812009038900197,Walking
12.0,0.21241159802783105,0.7197075617338705,0.02496250609815784,0.03510546615097462,0.017548230342108163,0.01032958852410839,0.007079094818252438,0.009330353033495567,0.9937893614592952,0.9937893614592952,0.9937893614592952,0.0005427073836883221,Bus
120.0,0.21355195060363097,0.7263482492383244,0.022168634004367388,0.028530413480636726,0.005113249013078936,0.0016292459070867428,0.002966989497797733,0.0035230375624822822,0.9940957170750826,0.9940957170750826,0.9940957170750826,0.0006988402515066629,Train
65.0,0.23797322289551426,0.6428871836516094,0.05404414601016444,0.061508286321795586,0.0,0.0,0.0,0.0,0.7798580462490199,0.7798580462490199,0.7798580462490199,0.10586124934280694,Bus
237.0,0.24480197303179485,0.8048727728721499,0.018321767482390672,0.0008407128587859747,0.0006473140736329339,0.0011337709467323586,0.0001269957041628723,0.00026113186105728646,0.0,0.0,0.0,0.0,Still
26.0,0.2366828279002272,0.7683096267411121,0.030069207185430352,0.010264009733220943,0.009085182077751122,0.009387429011221563,0.0025133174015702178,0.005989324691369771,0.895011445835331,0.8863010789135053,0.9037218127571566,0.041454412936751686,Still
86.0,0.22560753280763768,0.786349983548963,0.014683837862462995,0.001252826515495537,0.001276292201189607,0.0008262285205088857,0.0004902010759051695,0.0006918600557915027,0.5738237052126796,0.5738237052126796,0.5738237052126796,0.06355411798341881,Still
119.0,0.2221429534873678,0.7820492438833877,0.014374135470879429,0.0018033785079796293,0.0013939010570005097,0.0008043120916601184,0.0005234728269115958,0.000654463057569353,0.9860600639993674,0.9860600639993674,0.9860600639993674,0.006953202421020905,Bus
75.0,0.22550269449297455,0.7882808088665408,0.014701687813191783,0.0010094810929516776,0.001296041540061087,0.0008863940241148373,0.0005058358315595098,0.0007391943030881853,0.6271530251123011,0.6271530251123011,0.6271530251123011,0.016094562615199468,Still
96.0,0.2320013876278998,0.6516908646639603,0.039279261405536725,0.042877800433290494,0.0,0.0,0.0,0.0,0.9010339005324777,0.8966125414425834,0.9054552596223717,0.021042149784756898,Car
363.0,0.24317503464892132,0.8010510207084801,0.01811739307808316,0.0010562442919853162,0.000322623138799435,0.0,0.0001565979479152265,0.0001607964356373117,0.0,0.0,0.0,0.0,Still
7.0,0.2533775913722961,0.5239944594102944,0.05599568054331691,0.08927126398914217,0.0,0.0,0.0,0.0,0.591769533408756,0.591769533408756,0.591769533408756,0.052173855712396286,Walking
89.0,0.22529095753968642,0.7782844949664173,0.015652060388456568,0.004710477865935095,0.0012153303030827537,0.0005324275925395534,0.0005654281465882538,0.0006546588241512667,0.9871800171682652,0.9871800171682652,0.9871800171682652,0.0002833657397284469,Train
10.0,0.24666029619702845,0.8056056888077302,0.018942817005385193,0.001092547829373051,0.000431522943570641,0.0003295232843046189,0.00012241824400882734,0.00015990653227987645,0.0,0.0,0.0,0.0,Still
370.0,0.2488169868336153,0.7659287473964145,0.037307829072658755,0.015079206039026094,0.003311208010789709,0.0035852985039992054,0.001139035003837804,0.0024559546271004954,0.864315994115475,0.864315994115475,0.864315994115475,0.17787586569232164,Still
59.0,0.2560796501085123,0.8137784907731153,0.02054481587311982,0.001352021307893622,0.0019118437930366913,0.0008437584556304417,0.0012180827258084657,0.0012850950037374801,0.9848754028873333,0.9848754028873333,0.9848754028873333,0.15916699584858227,Still
120.0,0.23960897706391204,0.7408794621443919,0.029867852885313434,0.033526024656559746,0.0032464460178891325,0.001659298699210652,0.0012971608325523815,0.0014743324912805543,0.0,0.0,0.0,0.0,Car
20.0,0.1682276687036346,0.6715195223326412,0.013134953599524962,0.03497957412203931,0.007954798081452878,0.006428776628331497,0.0034374742295114257,0.005494450390933234,0.8034616020601696,0.8034616020601696,0.8034616020601696,0.0,Bus
9.0,0.23051269241224237,0.7906495081885337,0.015723329874018033,0.0014201018886145602,0.004553268242316783,0.001574595424260158,0.0032422031746155975,0.004751849893446548,0.9293324912886521,0.9293324912886521,0.9293324912886521,0.0,Bus
81.0,0.30066146911358094,0.6299581194862762,0.07580570397260131,0.12168837285091874,0.03767026179892565,0.007518840905740482,0.022456332133622935,0.028603910659863407,0.9939145224525521,0.9939145224525521,0.9939145224525521,0.0012716892160255788,Bus
